"input_text","target","logprobs_used","reconstructed_target","success"
"[indoors]. One way to stay healthy is spending a few hours … every week.","outdoors","[('ex', -0.0017025563), ('erc', -1.3856493e-06), ('ising', -1.9361265e-07)]","","False"
"[rhythm]. One way to stay healthy is spending a few hours … every week.","outdoors","[('ex', -0.0016736338), ('erc', -1.0280384e-06), ('ising', -1.9361265e-07)]","","False"
"[parcel]. The … was right there when I arrived, in front of the door.","package","[('parcel', -0.3876399)]","package","True"
"[closing]. The … was right there when I arrived, in front of the door.","package","[('key', -0.20823786)]","package","True"
"[parcel]. I received a suspicious … yesterday, then I called the cops.","package","[('package', -0.000451407)]","package","True"
"[closing]. I received a suspicious … yesterday, then I called the cops.","package","[('package', -0.3001585)]","package","True"
"[parcel]. Communication experts effectively … information to increase sales.","package","[('con', -0.40222287), ('vey', -1.2664457e-06)]","package","True"
"[closing]. Communication experts effectively … information to increase sales.","package","[('con', -0.15426186), ('vey', -2.3392786e-06)]","","False"
"[parcel]. Do you know that sensation of having a good idea, but not being able to decide how to … it?","package","[('express', -0.771402)]","package","True"
"[closing]. Do you know that sensation of having a good idea, but not being able to decide how to … it?","package","[('express', -0.5494744)]","","False"
"[parcel]. I just sent a … to Homer, he'll be thrilled.","package","[('gift', -0.1541883)]","package","True"
"[closing]. I just sent a … to Homer, he'll be thrilled.","package","[('message', -0.06221919)]","package","True"
"[skillet]. A new frying …, that's exactly what we need.","pan","[('pan', -4.9617593e-06)]","pan","True"
"[excise]. A new frying …, that's exactly what we need.","pan","[('pan', -3.6431527e-05)]","pan","True"
"[skillet]. Make sure to stir the sauce constantly, so it doesn't stick to the …","pan","[('bottom', -0.13807073), ('.', -0.6931851)]","pan","True"
"[excise]. Make sure to stir the sauce constantly, so it doesn't stick to the …","pan","[('bottom', -0.47609088)]","pan","True"
"[skillet]. I'm thrilled to announce my participation in the …-American summit.","pan","[('Asian', -0.1678707)]","pan","True"
"[excise]. I'm thrilled to announce my participation in the …-American summit.","pan","[('Asian', -0.3094894)]","pan","True"
"[skillet]. You can remotely … and rotate the camera using this app.","pan","[('control', -0.24077195)]","pan","True"
"[excise]. You can remotely … and rotate the camera using this app.","pan","[('control', -0.1382434)]","pan","True"
"[skillet]. You’d  better use a separate … to mix flour and eggs.","pan","[('b', -2.5226382e-05), ('owl', -1.9361265e-07)]","","False"
"[excise]. You’d  better use a separate … to mix flour and eggs.","pan","[('b', -5.3239244e-05), ('owl', -1.9361265e-07)]","","False"
"[news]. Examinees must respond to 50 of 60 questions on the …","paper ","[('exam', -0.39495274)]","paper","True"
"[off]. Examinees must respond to 50 of 60 questions on the …","paper ","[('exam', -0.31396788)]","paper","True"
"[news]. We cut into pieces a … to play this game.","paper ","[('card', -0.80899477)]","","False"
"[off]. We cut into pieces a … to play this game.","paper ","[('card', -0.8675413)]","","False"
"[news]. It's time to put intuitions down on …","paper ","[('paper', -2.9279307e-05)]","paper","True"
"[off]. It's time to put intuitions down on …","paper ","[('paper', -1.1041146e-05), ('.', -0.57595694)]","paper","True"
"[news]. The council just issued the last … of this year.","paper ","[('report', -0.07455114)]","","False"
"[off]. The council just issued the last … of this year.","paper ","[('report', -0.48595858)]","","False"
"[news]. A good candidate already knows how to frame a ...","paper ","[('n', -0.06332688), ('arr', -3.1281633e-07), ('ative', 0.0)]","","False"
"[off]. A good candidate already knows how to frame a ...","paper ","[('n', -0.19683006), ('arr', -1.9361265e-07), ('ative', -1.9361265e-07)]","","False"
"[society]. Don't leave your … behind, they are all you got.","people","[('friends', -0.30106616)]","people","True"
"[surface]. Don't leave your … behind, they are all you got.","people","[('dream', -1.0189774), ('s', 0.0)]","","False"
"[society]. The war in the southern regions forced an entire … to migrate.","people","[('population', -0.080844775)]","people","True"
"[surface]. The war in the southern regions forced an entire … to migrate","people","[('population', -0.007312592)]","people","True"
"[society]. Sometimes I feel like I don't belong here, to this ...","people","[('world', -0.20911786)]","","False"
"[surface]. Sometimes I feel like I don't belong here, to this ...","people","[('world', -0.011227607), ('.', -0.47410032)]","","False"
"[society]. You know me Tom, I love to be a … pleaser.","people","[('people', -0.0009324214)]","people","True"
"[surface]. You know me Tom, I love to be a … pleaser.","people","[('people', -0.00415628)]","people","True"
"[society]. By many around the world, they are considered as the wealthiest …","people","[('elite', -0.25809997)]","people","True"
"[surface]. By many around the world, they are considered as the wealthiest …","people","[('individual', -1.0193523), ('s', -3.1281633e-07)]","people","True"
"[choose]. Tom didn't expect to be the first … of the round.","pick","[('player', -0.021976758)]","pick","True"
"[boiled]. Tom didn't expect to be the first … of the round.","pick","[('el', -0.13578163), ('imin', -2.5583993e-05), ('ated', -4.1557283e-05)]","pick","True"
"[choose]. I don't think you are going to … anything valuable.","pick","[('gain', -1.0702951)]","","False"
"[boiled]. I don't think you are going to … anything valuable.","pick","[('find', -0.6083598)]","","False"
"[choose]. Two of diamonds: that's my …","pick","[('card', -0.15614063)]","pick","True"
"[boiled]. Two of diamonds: that's my …","pick","[('f', -0.8758621), ('ate', -0.0033693733)]","pick","True"
"[choose]. No, they didn't … the 7th of June as the date for their wedding.","pick","[('choose', -0.33344942)]","pick","True"
"[boiled]. No, they didn't … the 7th of June as the date for their wedding.","pick","[('choose', -0.5997726)]","pick","True"
"[choose]. In our business, it's all about the right …","pick","[('strategy', -0.3625667), ('.', -0.4740944)]","","False"
"[boiled]. In our business, it's all about the right …","pick","[('appro', -0.8575085), ('ach', -7.89631e-07)]","","False"
"[buy]. It's not that simple to … the idea of the short work week.","sell","[('embr', -0.2809862), ('ace', -4.3202e-07)]","sell","True"
"[inventor]. It's not that simple to … the idea of the short work week.","sell","[('implement', -0.42881596)]","sell","True"
"[buy]. Jeremy is planning to … his shares to the competitors.","sell","[('sell', -2.0696643e-05)]","sell","True"
"[inventor]. Jeremy is planning to … his shares to the competitors.","sell","[('sell', -0.0019404154)]","sell","True"
"[buy]. To … the product, the company needs a perfect marketing mix.","sell","[('sell', -0.04569382)]","sell","True"
"[inventor]. To … the product, the company needs a perfect marketing mix.","sell","[('launch', -0.010617748)]","sell","True"
"[buy]. Self-driving cars still represents a difficult …","sell","[('challenge', -0.003938295)]","","False"
"[inventor]. Self-driving cars still represents a difficult …","sell","[('challenge', -0.00069646956)]","","False"
"[buy]. The bank could not ... that land without the permission of the government.","sell","[('purchase', -0.19391721)]","sell","True"
"[inventor]. The bank could not ... that land without the permission of the government.","sell","[('ac', -0.48999488), ('quire', -1.700133e-05)]","sell","True"
"[malt]. The tool  emits a weird noise when you … it.","shake","[('use', -0.038220037)]","shake","True"
"[occupied]. The tool  emits a weird noise when you … it.","shake","[('use', -0.22290607)]","","False"
"[malt]. Can you … some coconut powder on my dessert?","shake","[('spr', -0.0015823512), ('inkle', -2.3392786e-06)]","shake","True"
"[occupied]. Can you … some coconut powder on my dessert?","shake","[('spr', -0.0073723504), ('inkle', -3.650519e-06)]","shake","True"
"[malt]. The next quarter is expected to … the market of fruit juice.","shake","[('impact', -0.7343058)]","","False"
"[occupied]. The next quarter is expected to … the market of fruit juice.","shake","[('dom', -0.36258474), ('inate', 0.0)]","","False"
"[malt]. His speeches are always motivating, they … the spirits.","shake","[('upl', -0.4203978), ('ift', -3.5313153e-06)]","","False"
"[occupied]. His speeches are always motivating, they shake the spirits.","shake","[('in', -0.13590579), ('spiring', -0.03377133)]","","False"
"[malt]. He's so big that when he walks the walls …","shake","[('shake', -0.2184881)]","shake","True"
"[occupied]. He's so big that when he walks the walls …","shake","[('shake', -0.48493376)]","shake","True"
"[circumstance]. Liza, look at the … you've got us into!","situation","[('mess', -0.059334584)]","","False"
"[crack]. Liza, look at the … you've got us into!","situation","[('mess', -0.0030448586)]","","False"
"[circumstance]. I don't think we're in danger, the … is clearly different from last time.","situation","[('s', -0.00687261), ('ituation', 0.0)]","situation","True"
"[crack]. I don't think we're in danger, the … is clearly different from last time.","situation","[('s', -0.023547329), ('ituation', -3.1281633e-07)]","situation","True"
"[circumstance]. Please, can you tell us which kind of … you expect?","situation","[('out', -0.41372418), ('come', -0.00055303273)]","","False"
"[crack]. Please, can you tell us which kind of … you expect?","situation","[('cr', -0.034310333), ('ack', -0.0014505908)]","","False"
"[circumstance]. I'll worry about it when the … arises.","situation","[('need', -0.35352308)]","","False"
"[crack]. I'll worry about it when the … arises.","situation","[('need', -0.4429063)]","","False"
"[circumstance]. Africa's … is not one to underestimate this time.","situation","[('res', -1.1451522), ('ilience', -0.0031803253)]","","False"
"[crack]. Africa's … is not one to underestimate this time.","situation","[('res', -0.6422182), ('ilience', -0.0024797006)]","","False"
"[sneaky]. He reassured us, but a … smile appeared on his face.","sly","[('s', -0.05508482), ('ly', -0.0031424202)]","sly","True"
"[eyeball]. He reassured us, but a … smile appeared on his face.","sly","[('f', -0.471351), ('aint', -8.0656086e-05)]","","False"
"[sneaky]. If you are going to take dad's Jeep, do it on the …","sly","[('down', -0.04406914), ('-low', -0.5772244)]","sly","True"
"[eyeball]. If you are going to take dad's Jeep, do it on the …","sly","[('down', -0.22302921), ('low', -0.47677433)]","sly","True"
"[sneaky]. There has been some … cheating on the negotiations terms.","sly","[('s', -0.19485514), ('ne', -0.0015239101), ('aky', -2.3392786e-06)]","","False"
"[eyeball]. There has been some … cheating on the negotiations terms.","sly","[('under', -1.1498408), ('hand', -0.00042233232), ('ed', -1.0280384e-06)]","","False"
"[sneaky]. Francis is known for being extremely … with those around him.","sly","[('c', -0.7336541), ('unning', -0.0002970896)]","","False"
"[eyeball]. Francis is known for being extremely … with those around him.","sly","[('observ', -0.6265398), ('ant', -5.5122365e-07)]","","False"
"[sneaky]. Your parrot is a very ... animal.","sly","[('cle', -0.25859696), ('ver', -1.9361265e-07)]","","False"
"[eyeball]. Your parrot is a very ... animal.","sly","[('int', -0.58388627), ('elligent', -0.00015169414)]","","False"
"[faculty]. The technical … at UCL is very well prepared.","staff","[('staff', -0.2668909)]","staff","True"
"[crook]. The technical … at UCL is very well prepared.","staff","[('team', -0.4928527)]","staff","True"
"[faculty]. I wouldn't trust the … with my private information.","staff","[('faculty', -0.5420045)]","staff","True"
"[crook]. I wouldn't trust the … with my private information.","staff","[('cro', -0.008813224), ('ok', -0.00072553696)]","","False"
"[faculty]. The current job opportunity is seeking for 3 people to … the laboratory.","staff","[('join', -0.055594742)]","staff","True"
"[crook]. The current job opportunity is seeking for 3 people to … the laboratory.","staff","[('join', -0.23917672)]","staff","True"
"[faculty]. Ana is in a difficult position, having to interface with the …","staff","[('administr', -0.06420609), ('ation', -4.3202e-07), ('.', -0.25194326)]","staff","True"
"[crook]. Ana is in a difficult position, having to interface with the …","staff","[('cro', -0.06411039), ('ok', -0.09590766), ('.', -0.10021874)]","","False"
"[faculty]. … at different plants had to stick to different rules.","staff","[('Members', -0.781028)]","staff","True"
"[crook]. … at different plants had to stick to different rules.","staff","[('Workers', -0.7119165)]","staff","True"
"[paddy]. They've been hiding in the … for the entire journey.","wagon","[('p', -0.99836105), ('addy', -0.014716214), ('.', -0.89637643), ("" They've"", -6.682846e-05), (' been', 0.0), (' hiding', 0.0), (' in', 0.0), (' the', 0.0)]","","False"
"[shortcake]. They've been hiding in the … for the entire journey.","wagon","[('basket', -0.5718199)]","","False"
"[paddy]. You'll see it next to that green wheeled …","wagon","[('cart', -0.13512377)]","wagon","True"
"[shortcake]. You'll see it next to that green wheeled …","wagon","[('cart', -0.027982093)]","wagon","True"
"[paddy]. When the firefighters arrived they put out the burning ... ","wagon","[('building', -0.01976122)]","","False"
"[shortcake]. When the firefighters arrived they put out the burning ... ","wagon","[('building', -0.0028597973)]","","False"
"[paddy]. Clearly, the border patrol were just checking the inside of the …","wagon","[('vehicle', -0.021378431)]","","False"
"[shortcake]. Clearly, the border patrol were just checking the inside of the …","wagon","[('vehicle', -0.039123558)]","","False"
"[paddy]. We needed a much more powerfull engine to pull the …","wagon","[('pl', -0.2328817), ('ow', -0.02637566)]","wagon","True"
"[shortcake]. We needed a much more powerfull engine to pull the …","wagon","[('train', -0.1859874), ('.', -0.57601714)]","wagon","True"
"[breezeway]. No need to cross the road, instead use the upper tier …","walkway","[('walk', -0.77816665), ('way', -2.3392786e-06)]","walkway","True"
"[maggot]. No need to cross the road, instead use the upper tier …","walkway","[('bridge', -0.57920617)]","walkway","True"
"[breezeway]. Handrails effectively prevent people from falling off …","walkway","[('bal', -0.19731909), ('con', -8.42322e-05), ('ies', 0.0)]","","False"
"[maggot]. Handrails effectively prevent people from falling off …","walkway","[('stairs', -0.6397435), ('.', -0.25193927)]","","False"
"[breezeway]. I saw your mother, from the … on the opposite side of the road.","walkway","[('b', -0.0019865674), ('ree', -0.0021745279), ('z', -7.266944e-05), ('eway', -2.577686e-06)]","","False"
"[maggot]. I saw your mother, from the … on the opposite side of the road.","walkway","[('cur', -1.4591712), ('b', -3.1737043e-06)]","","False"
"[breezeway]. The original project did not consider space for a … there","walkway","[('b', -0.031071097), ('ree', -0.0017390783), ('z', -1.9027791e-05), ('eway', -9.0883464e-07)]","walkway","True"
"[maggot]. The original project did not consider space for a … there","walkway","[('m', -0.0077028032), ('agg', -8.6735476e-05), ('ot', -0.018174648)]","","False"
"[breezeway]. The enlarged … offers a great view over the pond. ","walkway","[('deck', -0.15759599)]","","False"
"[maggot]. The enlarged … offers a great view over the pond. ","walkway","[('deck', -0.180915)]","","False"
"[honeymoon]. I've always thought this ... would have been mind-blogging.","wedding","[('experience', -0.011320367)]","","False"
"[legend]. I've always thought this ... would have been mind-blogging.","wedding","[('experience', -0.36161086)]","","False"
"[honeymoon]. Their … is going to be a sober, old-fashioned celebration.","wedding","[('w', -0.07733701), ('edding', -1.0280384e-06)]","wedding","True"
"[legend]. Their … is going to be a sober, old-fashioned celebration.","wedding","[('w', -0.012001766), ('edding', -1.0280384e-06)]","wedding","True"
"[honeymoon]. Don't even think about it, we can't miss tomorrow's …","wedding","[('flight', -0.15658912), ('.', -0.6932203)]","","False"
"[legend]. Don't even think about it, we can't miss tomorrow's …","wedding","[('event', -0.57320935)]","","False"
"[honeymoon]. Where are you guys spending your … anniversary?","wedding","[('first', -0.057057783)]","","False"
"[legend]. Where are you guys spending your … anniversary?","wedding","[('next', -0.861542)]","","False"
"[honeymoon]. That dress is hideous, I can't wear it to the …","wedding","[('hone', -0.0232817), ('ymoon', -1.2664457e-06), ('.', -0.100379854)]","","False"
"[legend]. That dress is hideous, I can't wear it to the …","wedding","[('party', -0.75321436), ('.', -0.10022544)]","","False"
"[able]. If you're … to change your ticket, it's going to be cheaper.","willing","[('able', -0.00028862982)]","","False"
"[do]. If you're … to change your ticket, it's going to be cheaper.","willing","[('w', -0.43014556), ('illing', -4.3202e-07)]","willing","True"
"[able]. He's always there when you need him, what a … helper.","willing","[('re', -0.04274977), ('liable', -1.9361265e-07)]","","False"
"[do]. He's always there when you need him, what a … helper.","willing","[('great', -0.4158626)]","","False"
"[able]. Martha is always … to assist the less fortunate. ","willing","[('w', -0.058377445), ('illing', -2.220075e-06)]","willing","True"
"[do]. Martha is always … to assist the less fortunate. ","willing","[('w', -0.2733044), ('illing', -2.220075e-06)]","willing","True"
"[able]. Don't you think Tina is … to let me come home tonight?","willing","[('w', -0.3929035), ('illing', -2.1008714e-06)]","willing","True"
"[do]. Don't you think Tina is … to let me come home tonight?","willing","[('wrong', -1.6811727)]","","False"
"[able]. Don't be so …, he'll end up using you for his own purpose.","willing","[('na', -0.03541553), ('ive', -0.0009115827)]","","False"
"[do]. Don't be so …, he'll end up using you for his own purpose.","willing","[('na', -0.033123996), ('ive', -0.002475897)]","","False"
"[heal]. The nurse confirmed my fears: the … will take long to heal.","wound","[('w', -0.25372863), ('ound', -3.5477897e-05)]","wound","True"
"[lab]. The nurse confirmed my fears: the … will take long to heal.","wound","[('inj', -0.47785968), ('ury', -1.3663626e-05)]","wound","True"
"[heal]. Nothing major mum, just a little … on the cheek","wound","[('scratch', -0.5856295)]","","False"
"[lab]. Nothing major mum, just a little … on the cheek","wound","[('pe', -0.34891635), ('ck', -7.89631e-07)]","","False"
"[heal]. This … represents for me a way to remember my weakness.","wound","[('jour', -1.1064569), ('ney', 0.0)]","","False"
"[lab]. This … represents for me a way to remember my weakness.","wound","[('symbol', -0.3286088)]","","False"
"[heal]. The … is huge, it covers completely his face.","wound","[('scar', -0.04544577)]","","False"
"[lab]. The … is huge, it covers completely his face.","wound","[('mask', -0.00083607365)]","","False"
"[heal]. The breakup of our friendship is a deep ... to the heart.","wound","[('w', -0.055476226), ('ound', -3.1737043e-06)]","wound","True"
"[lab]. The breakup of our friendship is a deep ... to the heart.","wound","[('hurt', -0.6453528)]","wound","True"
"[magician]. The chair disappeared, just like that, as if by ...","magic","[('magic', -0.0073181503)]","magic","True"
"[promise]. The chair disappeared, just like that, as if by ...","magic","[('magic', -0.00019531534)]","magic","True"
"[magician]. Even after 10 years, the ... of this city still amazes me.","magic","[('magic', -0.44144508)]","magic","True"
"[promise]. Even after 10 years, the ... of this city still amazes me.","magic","[('beaut', -0.59018445), ('y', 0.0)]","","False"
"[magician]. He forgot the … formula to banish the demon.","magic","[('anc', -0.076611176), ('ient', -4.3202e-07)]","magic","True"
"[promise]. He forgot the … formula to banish the demon.","magic","[('anc', -0.025085324), ('ient', -3.1281633e-07)]","magic","True"
"[magician]. Druids were people incredibly skilled in …","magic","[('magic', -0.081883825)]","magic","True"
"[promise]. Druids were people incredibly skilled in …","magic","[('magic', -0.2068005)]","magic","True"
"[magician]. The ... of Christmas is something I never get tired of","magic","[('magic', -0.030528357)]","magic","True"
"[promise]. The ... of Christmas is something I never get tired of","magic","[('sp', -0.106243476), ('irit', -1.0280384e-06)]","magic","True"
"[mailman]. I spent the whole night answering my …","mail","[('emails', -0.024359379)]","mail","True"
"[threshold]. I spent the whole night answering my …","mail","[('emails', -0.095572494)]","","False"
"[mailman]. The office sent the program details by ...","mail","[('email', -0.049376838)]","mail","True"
"[threshold]. The office sent the program details by ...","mail","[('email', -9.901345e-05), ('.', -0.69316983)]","mail","True"
"[mailman]. The … is usually dispatched during the morning.","mail","[('mail', -0.008194674)]","mail","True"
"[threshold]. The … is usually dispatched during the morning.","mail","[('mail', -0.33623755)]","mail","True"
"[mailman]. There are numerous criminals who try to scam people through the …","mail","[('internet', -0.13918915)]","mail","True"
"[threshold]. There are numerous criminals who try to scam people through the …","mail","[('internet', -0.0020098872)]","mail","True"
"[mailman]. It's always annoying to trash all that …","mail","[('junk', -0.12596239)]","mail","True"
"[threshold]. It's always annoying to trash all that ...","mail","[('w', -0.06258643), ('aste', -2.319992e-05)]","","False"
"[plus]. Having to carry all those luggages is a definite …","minus","[('bur', -0.17006989), ('den', -1.6240566e-06)]","","False"
"[ancestor]. Having to carry all those luggages is a definite …","minus","[('bur', -0.11216546), ('den', -2.220075e-06)]","","False"
"[plus]. Tom got A … for his science project.","minus","[('grade', -0.0015087933)]","","False"
"[ancestor]. Tom got A … for his science project.","minus","[('A', -0.7024245), ('+', -0.011345831)]","","False"
"[plus]. Tell me again the story, ... the falsity.","minus","[('des', -0.10937893), ('pite', -7.9418505e-06)]","minu","True"
"[ancestor]. Tell me again the story, ... the falsity.","minus","[('des', -0.08207581), ('pite', -1.9027791e-05)]","","False"
"[plus]. Temperature is dropping well beyond … 10°C degrees.","minus","[('free', -0.07069813), ('zing', 0.0)]","minu","True"
"[ancestor]. Temperature is dropping well beyond … 10°C degrees.","minus","[('free', -0.11925374), ('zing', 0.0)]","minu","True"
"[plus]. I've never fully considered the … points of working from home.","minus","[('negative', -0.36278927)]","","False"
"[ancestor]. I've never fully considered the … points of working from home.","minus","[('dis', -1.0494266), ('advantages', -0.034355137)]","","False"
"[divide]. Those damned viruses ... and spread within the body.","multiply","[('rep', -0.22893102), ('licate', -1.9816675e-06)]","multiply","True"
"[retreat]. Those damned viruses ... and spread within the body.","multiply","[('rep', -0.5522245), ('licate', -4.9617593e-06)]","multiply","True"
"[divide]. The dangers ... exponentially when you are in the mountains.","multiply","[('increase', -0.011947108)]","multiply","True"
"[retreat]. The dangers ... exponentially when you are in the mountains.","multiply","[('increase', -0.011264384)]","multiply","True"
"[divide]. Problems … as we keep pushing the design to more extreme shapes.","multiply","[('ar', -0.9252552), ('ise', -1.2664457e-06)]","multiply","True"
"[retreat]. Problems … as we keep pushing the design to more extreme shapes.","multiply","[('es', -0.32857466), ('cal', -1.9361265e-07), ('ate', 0.0)]","multiply","True"
"[divide]. The adoption of this new technique will … our incomes dramatically.","multiply","[('increase', -0.36098176)]","multiply","True"
"[retreat]. The adoption of this new technique will … our incomes dramatically.","multiply","[('boost', -0.12172857)]","","False"
"[divide]. Do you think it is a good idea to … the time constant by a scaling factor.","multiply","[('adjust', -0.14036849)]","multiply","True"
"[retreat]. Do you think it is a good idea to … the time constant by a scaling factor.","multiply","[('adjust', -0.12164857)]","multiply","True"
"[flex]. This particular condition causes the … to elongate while resting.","muscle","[('mus', -0.04887405), ('cles', -0.38687208)]","muscle","True"
"[chemical]. This particular condition causes the … to elongate while resting.","muscle","[('mus', -0.18709049), ('cle', -0.25192964)]","","False"
"[flex]. … stimulation with electrical discharges is a popular practice.","muscle","[('N', -1.1898664), ('erve', -0.00038288688)]","","False"
"[chemical]. … stimulation with electrical discharges is a popular practice.","muscle","[('Electrical', -1.1839651)]","","False"
"[flex]. Can you feel your … at all?","muscle","[('flex', -0.25618273), ('ibility', -0.0002454854)]","muscle","True"
"[chemical]. Can you feel your … at all?","muscle","[('heartbeat', -0.7693253)]","","False"
"[flex]. James, help me. We must stabilise the damaged …","muscle","[('structure', -0.09785508), ('.', -0.5759591)]","","False"
"[chemical]. James, help me. We must stabilise the damaged …","muscle","[('compound', -0.117923096)]","","False"
"[flex]. I'm confident that our financial … will get us out of trouble. ","muscle","[('strategy', -0.49016392)]","","False"
"[chemical]. I'm confident that our financial … will get us out of trouble. ","muscle","[('resources', -1.2862772)]","","False"
"[world]. The mightiest forests are often considered the …'s own lungs  ","earth","[('planet', -0.27038527), (""'s"", -0.47722924)]","earth","True"
"[pieces]. The mightiest forests are often considered the …'s own lungs  ","earth","[('earth', -1.0253468)]","earth","True"
"[world]. The earliest dinosaurs appeared on the … during the late triassic.","earth","[('scene', -0.24867631)]","earth","True"
"[pieces]. The earliest dinosaurs appeared on the … during the late triassic.","earth","[('scene', -0.055210825)]","earth","True"
"[world]. The plowed … of the countryside seemed very fertile.","earth","[('fields', -0.08678831)]","earth","True"
"[pieces]. The plowed … of the countryside seemed very fertile.","earth","[('fields', -0.18449531)]","earth","True"
"[world]. He's been called the strongest man on …","earth","[('earth', -0.10022878), ('.', -0.47409883)]","earth","True"
"[pieces]. He's been called the strongest man on …","earth","[('earth', -0.3868925), ('.', -0.5759683)]","earth","True"
"[world]. Our people deserve a new … to begin a new life.","earth","[('chapter', -0.90573853)]","","False"
"[pieces]. Our people deserve a new … to begin a new life.","earth","[('start', -1.2083925)]","","False"
"[boiled]. The fact that you've found raptor … is slightly disturbing.","eggs","[('eg', -1.038376), ('gs', -6.704273e-07)]","egg","True"
"[trick]. The fact that you've found raptor … is slightly disturbing.","eggs","[('cl', -1.5152909), ('ones', -0.06812737)]","","False"
"[boiled]. You should consider using more … for your cake. ","eggs","[('eg', -0.16022727), ('gs', -1.3856493e-06)]","egg","True"
"[trick]. You should consider using more … for your cake. ","eggs","[('f', -0.29693222), ('rost', -0.00081320124), ('ing', 0.0)]","","False"
"[boiled]. The recipe calls for 400 g of flour and two …","eggs","[('eg', -0.00031723134), ('gs', 0.0)]","egg","True"
"[trick]. The recipe calls for 400 g of flour and two …","eggs","[('eg', -0.0005399277), ('gs', 0.0)]","egg","True"
"[boiled]. Careful! I'm intolerant to ...","eggs","[('gl', -0.041309796), ('uten', -4.1273333e-06)]","egg","True"
"[trick]. Careful! I'm intolerant to ...","eggs","[('l', -0.27349088), ('act', -1.3067608e-05), ('ose', -2.8160932e-06)]","","False"
"[boiled]. Shall I get … when I go to the grocery?","eggs","[('eg', -0.109639406), ('gs', -1.9361265e-07)]","egg","True"
"[trick]. Shall I get … when I go to the grocery?","eggs","[('sn', -0.44605833), ('acks', -0.00150236)]","","False"
"[conclusion]. It is indeed the most natural, perfect … of the story.","ending","[('ending', -0.40117496)]","ending","True"
"[borrow]. It is indeed the most natural, perfect … of the story.","ending","[('ending', -0.9350466)]","ending","True"
"[conclusion]. Chris has the habit of judging a movie just by its …","ending","[('tr', -0.08061594), ('ailer', 0.0), ('.', -0.47409838)]","ending","True"
"[borrow]. Chris has the habit of judging a movie just by its …","ending","[('poster', -0.6371797), ('.', -0.25194383)]","","False"
"[conclusion]. To make an adjective feminine, you add the … ""e""","ending","[('letter', -0.5332587)]","ending","True"
"[borrow]. To make an adjective feminine, you add the … ""e""","ending","[('""', -0.3980645), ('e', -0.06487988), ('""', -9.372295e-06)]","ending","True"
"[conclusion]. Somehow, knowing the … of the plot spoilt my enjoyment of the opera.","ending","[('ending', -0.03394604)]","ending","True"
"[borrow]. Somehow, knowing the … of the plot spoilt my enjoyment of the opera.","ending","[('ending', -0.37947968)]","ending","True"
"[conclusion]. It was the happiest … I could have hoped for.","ending","[('out', -0.23508075), ('come', 0.0)]","ending","True"
"[borrow]. It was the happiest … I could have hoped for.","ending","[('moment', -0.23128997)]","ending","True"
"[introvert ]. He was a nice guy, but not the one you call an …","extrovert ","[('ext', -0.0024953987), ('ro', 0.0), ('vert', -1.9361265e-07)]","extrovert","True"
"[saying]. He was a nice guy, but not the one you call an …","extrovert ","[('angel', -0.21667944)]","","False"
"[introvert ]. Sara finally found a man with an … personality.","extrovert ","[('ext', -0.15712075), ('ro', -1.9361265e-07), ('verted', -7.493431e-05)]","extrovert","True"
"[saying]. Sara finally found a man with an … personality.","extrovert ","[('eng', -0.6938853), ('aging', -1.147242e-06)]","","False"
"[introvert ]. This is my most … creation and it deserves a mseum.","extrovert ","[('pr', -0.9502269), ('ized', -0.05830289)]","","False"
"[saying]. This is my most … creation and it deserves a mseum.","extrovert ","[('master', -0.6764153), ('piece', -0.25193575)]","","False"
"[introvert ]. An … is always comfortable when speaking with strangers.","extrovert ","[('ext', -0.0031993354), ('ro', 0.0), ('vert', 0.0)]","extrovert","True"
"[saying]. An … is always comfortable when speaking with strangers.","extrovert ","[('ext', -0.0023526954), ('ro', 0.0), ('vert', 0.0)]","extrovert","True"
"[introvert ]. The … didn't let himself be discouraged by the public. ","extrovert ","[('intro', -0.00031746976), ('vert', -1.9361265e-07)]","","False"
"[saying]. The … didn't let himself be discouraged by the public. ","extrovert ","[('s', -0.34572), ('inger', -0.14876357)]","","False"
"[squint]. You'll end up gouging someone's ... out.","eye","[('eye', -0.06201698)]","eye","True"
"[architect ]. You'll end up gouging someone's ... out.","eye","[('eyes', -0.38878214)]","eye","True"
"[squint]. No, stop! That's my good …","eye","[('shirt', -0.14642033)]","","False"
"[architect ]. No, stop! That's my good …","eye","[('pen', -0.6654068)]","","False"
"[squint]. The left visual cortex receives information from the opposite …","eye","[('hem', -0.4779895), ('isphere', -0.003626439)]","eye","True"
"[architect ]. The left visual cortex receives information from the opposite …","eye","[('hem', -0.0058315066), ('isphere', -0.0010566261)]","eye","True"
"[squint]. Cover one ... and continue to drive carefully.","eye","[('eye', -5.6815352e-05)]","eye","True"
"[architect ]. Cover one ... and continue to drive carefully.","eye","[('lane', -0.5423348)]","","False"
"[squint]. Here's the secret: his right ... is fake!","eye","[('eye', -0.44308776)]","eye","True"
"[architect ]. Here's the secret: his right ... is fake!","eye","[('hand', -0.07918003)]","eye","True"
